code,level1,level2,type,category,name
0100000000,0100000000,0100000000,О,,АВТОНОМНА РЕСПУБЛІКА КРИМ/М.СІМФЕРОПОЛЬ
0110000000,0100000000,0110000000,,,МІСТА АВТОНОМНОЇ РЕСПУБЛІКИ КРИМ
0110100000,0100000000,0110100000,НП,,СІМФЕРОПОЛЬ
0110130000,0100000000,0110100000,,,РАЙОНИ М.СІМФЕРОПОЛЯ
0110136300,0100000000,0110100000,,Р,ЗАЛІЗНИЧНИЙ
0110136600,0100000000,0110100000,,Р,КИЇВСЬКИЙ
0110136900,0100000000,0110100000,,Р,ЦЕНТРАЛЬНИЙ
0110165000,0100000000,0110100000,,,"СЕЛИЩА МІСЬКОГО ТИПУ, ПІДПОРЯДКОВАНІ ЗАЛІЗНИЧНІЙ РАЙРАДІ М.СІМФЕРОПОЛЯ"
0110165300,0100000000,0110100000,НП,Т,АЕРОФЛОТСЬКИЙ
0110165600,0100000000,0110100000,НП,Т,ГРЕСІВСЬКИЙ
0110165601,0100000000,0110100000,НП,Щ,БІТУМНЕ
0110165800,0100000000,0110100000,НП,Т,КОМСОМОЛЬСЬКЕ
0110166000,0100000000,0110100000,,,"СЕЛИЩА МІСЬКОГО ТИПУ, ПІДПОРЯДКОВАНІ КИЇВСЬКІЙ РАЙРАДІ М.СІМФЕРОПОЛЯ"
0110166200,0100000000,0110100000,НП,Т,АГРАРНЕ
0110300000,0100000000,0110300000,НП,М,АЛУШТА
0110345000,0100000000,0110300000,,,"СЕЛИЩА МІСЬКОГО ТИПУ, ПІДПОРЯДКОВАНІ АЛУШТИНСЬКІЙ МІСЬКРАДІ"
0110345400,0100000000,0110300000,НП,Т,ПАРТЕНІТ
0110390000,0100000000,0110300000,,,"СІЛЬРАДИ, ПІДПОРЯДКОВАНІ АЛУШТИНСЬКІЙ МІСЬКРАДІ"
0110390900,0100000000,0110300000,,,ІЗОБІЛЬНЕНСЬКА/С.ІЗОБІЛЬНЕ
0110390901,0100000000,0110300000,НП,С,ІЗОБІЛЬНЕ
0110390903,0100000000,0110300000,НП,С,ВЕРХНЯ КУТУЗОВКА
0110390905,0100000000,0110300000,НП,С,НИЖНЯ КУТУЗОВКА
0110390907,0100000000,0110300000,НП,Щ,РОЗОВИЙ
0110391400,0100000000,0110300000,,,ЛУЧИСТІВСЬКА/С.ЛУЧИСТЕ
0110391401,0100000000,0110300000,НП,С,ЛУЧИСТЕ
0110391403,0100000000,0110300000,НП,Щ,ЛАВАНДА
0110391405,0100000000,0110300000,НП,Щ,СЕМИДВІР'Я
0110391800,0100000000,0110300000,,,МАЛОМАЯЦЬКА/С.МАЛИЙ МАЯК
0110391801,0100000000,0110300000,НП,С,МАЛИЙ МАЯК
0110391802,0100000000,0110300000,НП,Щ,БОНДАРЕНКОВЕ
0110391803,0100000000,0110300000,НП,С,ВИНОГРАДНИЙ
0110391805,0100000000,0110300000,НП,С,ЗАПРУДНЕ
0110391807,0100000000,0110300000,НП,С,КИПАРИСНЕ
0110391809,0100000000,0110300000,НП,С,ЛАВРОВЕ
0110391811,0100000000,0110300000,НП,С,ЛАЗУРНЕ
0110391813,0100000000,0110300000,НП,С,НИЖНЄ ЗАПРУДНЕ
0110391815,0100000000,0110300000,НП,С,ПУШКІНЕ
0110391817,0100000000,0110300000,НП,Щ,УТЬОС
0110391818,0100000000,0110300000,НП,Щ,ЧАЙКА
0110392100,0100000000,0110300000,,,МАЛОРІЧЕНСЬКА/С.МАЛОРІЧЕНСЬКЕ
0110392101,0100000000,0110300000,НП,С,МАЛОРІЧЕНСЬКЕ
0110392103,0100000000,0110300000,НП,С,ГЕНЕРАЛЬСЬКЕ
0110392105,0100000000,0110300000,НП,С,РИБАЧЕ
0110392107,0100000000,0110300000,НП,С,СОНЯЧНОГІРСЬКЕ
0110393000,0100000000,0110300000,,,ПРИВІТНЕНСЬКА/С.ПРИВІТНЕ
0110393001,0100000000,0110300000,НП,С,ПРИВІТНЕ
0110393002,0100000000,0110300000,НП,С,ЗЕЛЕНОГІР'Я
0110600000,0100000000,0110600000,НП,М,ДЖАНКОЙ
0110900000,0100000000,0110900000,НП,М,ЄВПАТОРІЯ
0110945000,0100000000,0110900000,,,"СЕЛИЩА МІСЬКОГО ТИПУ, ПІДПОРЯДКОВАНІ ЄВПАТОРІЙСЬКІЙ МІСЬКРАДІ"
0110945300,0100000000,0110900000,НП,Т,ЗАОЗЕРНЕ
0110945600,0100000000,0110900000,НП,Т,МИРНИЙ
0110945800,0100000000,0110900000,НП,Т,НОВООЗЕРНЕ
0111200000,0100000000,0111200000,НП,М,КЕРЧ
0111300000,0100000000,0111300000,НП,М,КРАСНОПЕРЕКОПСЬК
0111400000,0100000000,0111400000,НП,М,САКИ
0111500000,0100000000,0111500000,НП,М,АРМЯНСЬК
0111590000,0100000000,0111500000,,,"СІЛЬРАДИ, ПІДПОРЯДКОВАНІ АРМЯНСЬКІЙ МІСЬКРАДІ"
0111590100,0100000000,0111500000,,,СУВОРОВСЬКА/С.СУВОРОВЕ
0111590101,0100000000,0111500000,НП,С,СУВОРОВЕ
0111590102,0100000000,0111500000,НП,С,ВОЛОШИНЕ
0111590103,0100000000,0111500000,НП,С,ПЕРЕКОП
0111600000,0100000000,0111600000,НП,М,ФЕОДОСІЯ
0111645000,0100000000,0111600000,,,"СЕЛИЩА МІСЬКОГО ТИПУ, ПІДПОРЯДКОВАНІ ФЕОДОСІЙСЬКІЙ МІСЬКРАДІ"
0111645200,0100000000,0111600000,НП,Т,КУРОРТНЕ
0111645400,0100000000,0111600000,НП,Т,ОРДЖОНІКІДЗЕ
0111645700,0100000000,0111600000,НП,Т,КОКТЕБЕЛЬ
0111645701,0100000000,0111600000,НП,С,НАНІКОВЕ
0111646000,0100000000,0111600000,НП,Т,ПРИМОРСЬКИЙ
0111646500,0100000000,0111600000,НП,Т,ЩЕБЕТОВКА
0111646501,0100000000,0111600000,НП,С,КРАСНОКАМ'ЯНКА
0111690000,0100000000,0111600000,,,"СІЛЬРАДИ, ПІДПОРЯДКОВАНІ ФЕОДОСІЙСЬКІЙ МІСЬКРАДІ"
0111690300,0100000000,0111600000,,,БЕРЕГОВА/С.БЕРЕГОВЕ
0111690301,0100000000,0111600000,НП,С,БЕРЕГОВЕ
0111690303,0100000000,0111600000,НП,С,СТЕПОВЕ
0111692900,0100000000,0111600000,,,НАСИПНІВСЬКА/С.НАСИПНЕ
0111692901,0100000000,0111600000,НП,С,НАСИПНЕ
0111692903,0100000000,0111600000,НП,С,БЛИЖНЄ
0111692905,0100000000,0111600000,НП,С,ВИНОГРАДНЕ
0111692907,0100000000,0111600000,НП,С,ПІДГІРНЕ
0111692909,0100000000,0111600000,НП,С,ПІОНЕРСЬКЕ
0111692911,0100000000,0111600000,НП,С,СОНЯЧНЕ
0111692913,0100000000,0111600000,НП,С,ЮЖНЕ
0111700000,0100000000,0111700000,НП,М,СУДАК
0111745000,0100000000,0111700000,,,"СЕЛИЩА МІСЬКОГО ТИПУ, ПІДПОРЯДКОВАНІ СУДАЦЬКІЙ МІСЬКРАДІ"
0111745200,0100000000,0111700000,НП,Т,НОВИЙ СВІТ
0111790000,0100000000,0111700000,,,"СІЛЬРАДИ, ПІДПОРЯДКОВАНІ СУДАЦЬКІЙ МІСЬКРАДІ"
0111790200,0100000000,0111700000,,,ВЕСЕЛІВСЬКА/С.ВЕСЕЛЕ
0111790201,0100000000,0111700000,НП,С,ВЕСЕЛЕ
0111790400,0100000000,0111700000,,,ГРУШІВСЬКА/С.ГРУШІВКА
0111790401,0100000000,0111700000,НП,С,ГРУШІВКА
0111790402,0100000000,0111700000,НП,С,ПЕРЕВАЛІВКА
0111790403,0100000000,0111700000,НП,С,ХОЛОДІВКА
0111790700,0100000000,0111700000,,,ДАЧНІВСЬКА/С.ДАЧНЕ
0111790701,0100000000,0111700000,НП,С,ДАЧНЕ
0111790702,0100000000,0111700000,НП,С,ЛІСНЕ
0111791400,0100000000,0111700000,,,МІЖРІЧЕНСЬКА/С.МІЖРІЧЧЯ
0111791401,0100000000,0111700000,НП,С,МІЖРІЧЧЯ
0111791402,0100000000,0111700000,НП,С,ВОРОН
0111791600,0100000000,0111700000,,,МОРСЬКА/С.МОРСЬКЕ
0111791601,0100000000,0111700000,НП,С,МОРСЬКЕ
0111791602,0100000000,0111700000,НП,С,ГРОМІВКА
0111792300,0100000000,0111700000,,,СОНЯЧНОДОЛИНСЬКА/С.СОНЯЧНА ДОЛИНА
0111792301,0100000000,0111700000,НП,С,СОНЯЧНА ДОЛИНА
0111792302,0100000000,0111700000,НП,С,БАГАТІВКА
0111792303,0100000000,0111700000,НП,С,МИНДАЛЬНЕ
0111792304,0100000000,0111700000,НП,С,ПРИБЕРЕЖНЕ
0111900000,0100000000,0111900000,НП,М,ЯЛТА
0111945000,0100000000,0111900000,,,"СЕЛИЩА МІСЬКОГО ТИПУ, ПІДПОРЯДКОВАНІ ЯЛТИНСЬКІЙ МІСЬКРАДІ"
0111945200,0100000000,0111900000,НП,Т,БЕРЕГОВЕ
0111945400,0100000000,0111900000,НП,Т,НІКІТА
0111945600,0100000000,0111900000,НП,Т,ВИНОГРАДНЕ
0111945900,0100000000,0111900000,НП,Т,ВОСХОД
0111946200,0100000000,0111900000,НП,Т,ГАСПРА
0111946500,0100000000,0111900000,НП,Т,ГОЛУБА ЗАТОКА
0111946800,0100000000,0111900000,НП,Т,ГУРЗУФ
0111946801,0100000000,0111900000,НП,Щ,ДАНИЛІВКА
0111946803,0100000000,0111900000,НП,Щ,ЛІНІЙНЕ
0111946805,0100000000,0111900000,НП,Щ,ПАРТИЗАНСЬКЕ
0111947000,0100000000,0111900000,НП,Т,КАЦІВЕЛІ
0111947100,0100000000,0111900000,НП,Т,КОРЕЇЗ
0111947400,0100000000,0111900000,НП,Т,КРАСНОКАМ'ЯНКА
0111947700,0100000000,0111900000,НП,Т,КУРПАТИ
0111947900,0100000000,0111900000,НП,Т,ЛІВАДІЯ
0111947901,0100000000,0111900000,НП,Щ,ВИСОКОГІРНЕ
0111947903,0100000000,0111900000,НП,Щ,ГІРНЕ
0111947905,0100000000,0111900000,НП,Щ,КУЙБИШЕВЕ
0111947907,0100000000,0111900000,НП,Щ,ОХОТНИЧЕ
0111948100,0100000000,0111900000,НП,Т,МАСАНДРА
0111948300,0100000000,0111900000,НП,Т,ОРЕАНДА
0111948500,0100000000,0111900000,НП,Т,ВІДРАДНЕ
0111948700,0100000000,0111900000,НП,Т,ПАРКОВЕ
0111948900,0100000000,0111900000,НП,Т,ПОНИЗІВКА
0111949100,0100000000,0111900000,НП,Т,САНАТОРНЕ
0111949300,0100000000,0111900000,НП,Т,СІМЕЇЗ
0111949301,0100000000,0111900000,НП,С,ОПОЛЗНЕВЕ
0111949500,0100000000,0111900000,НП,Т,СОВЄТСЬКЕ
0111949700,0100000000,0111900000,НП,Т,ФОРОС
0111949701,0100000000,0111900000,НП,Щ,ОЛИВА
0111970000,0100000000,0111900000,,,"МІСТА, ПІДПОРЯДКОВАНІ ЯЛТИНСЬКІЙ МІСЬКРАДІ"
0111970200,0100000000,0111900000,НП,М,АЛУПКА
0120000000,0100000000,0120000000,,,РАЙОНИ АВТОНОМНОЇ РЕСПУБЛІКИ КРИМ
0120400000,0100000000,0120400000,Р,,БАХЧИСАРАЙСЬКИЙ РАЙОН/М.БАХЧИСАРАЙ
0120410000,0100000000,0120400000,,,МІСТА РАЙОННОГО ПІДПОРЯДКУВАННЯ БАХЧИСАРАЙСЬКОГО Р-НУ
0120410100,0100000000,0120400000,НП,М,БАХЧИСАРАЙ
0120445000,0100000000,0120400000,,,"СЕЛИЩА МІСЬКОГО ТИПУ, ПІДПОРЯДКОВАНІ БАХЧИСАРАЙСЬКІЙ МІСЬКРАДІ"
0120445100,0100000000,0120400000,НП,Т,НАУЧНИЙ
0120455000,0100000000,0120400000,,,СЕЛИЩА МІСЬКОГО ТИПУ БАХЧИСАРАЙСЬКОГО Р-НУ
0120455300,0100000000,0120400000,НП,Т,КУЙБИШЕВЕ
0120455301,0100000000,0120400000,НП,С,ВЕЛИКЕ САДОВЕ
0120455302,0100000000,0120400000,НП,С,ВИСОКЕ
0120455303,0100000000,0120400000,НП,С,МАЛЕ САДОВЕ
0120455304,0100000000,0120400000,НП,С,НОВОУЛЬЯНІВКА
0120455305,0100000000,0120400000,НП,С,ТАНКОВЕ
0120455600,0100000000,0120400000,НП,Т,ПОШТОВЕ
0120455601,0100000000,0120400000,НП,С,ЗАВІТНЕ
0120455602,0100000000,0120400000,НП,С,ЗУБАКІНЕ
0120455603,0100000000,0120400000,НП,С,КАЗАНКИ
0120455604,0100000000,0120400000,НП,С,МАЛИНІВКА
0120455605,0100000000,0120400000,НП,С,НОВОВАСИЛІВКА
0120455606,0100000000,0120400000,НП,С,НОВОПАВЛІВКА
0120455607,0100000000,0120400000,НП,С,ПРИЯТНЕ СВІДАННЯ
0120455608,0100000000,0120400000,НП,С,РОСТУЧЕ
0120455609,0100000000,0120400000,НП,С,САМОХВАЛОВЕ
0120455610,0100000000,0120400000,НП,С,СЕВАСТЯНІВКА
0120455611,0100000000,0120400000,НП,Щ,СТАЛЬНЕ
0120455612,0100000000,0120400000,НП,С,ТОПОЛІ
0120480000,0100000000,0120400000,,,СІЛЬРАДИ БАХЧИСАРАЙСЬКОГО Р-НУ
0120480400,0100000000,0120400000,,,АРОМАТНЕВСЬКА/С.АРОМАТНЕ
0120480401,0100000000,0120400000,НП,С,АРОМАТНЕ
0120480402,0100000000,0120400000,НП,С,ВІКТОРІВКА
0120480403,0100000000,0120400000,НП,С,МАЛОВИДНЕ
0120480404,0100000000,0120400000,НП,С,РЄПІНЕ
0120480405,0100000000,0120400000,НП,С,РОЗОВЕ
0120480800,0100000000,0120400000,,,ВЕРХОРІЧЕНСЬКА/С.ВЕРХОРІЧЧЯ
0120480801,0100000000,0120400000,НП,С,ВЕРХОРІЧЧЯ
0120480802,0100000000,0120400000,НП,С,БАШТАНІВКА
0120480803,0100000000,0120400000,НП,С,КУДРИНЕ
0120480804,0100000000,0120400000,НП,С,МАШИНЕ
0120480806,0100000000,0120400000,НП,С,ПЕРЕДУЩЕЛЬНЕ
0120480807,0100000000,0120400000,НП,С,СИНАПНЕ
0120481300,0100000000,0120400000,,,ВІЛІНСЬКА/С.ВІЛІНЕ
0120481301,0100000000,0120400000,НП,С,ВІЛІНЕ
0120481302,0100000000,0120400000,НП,С,РОЗСАДНЕ
0120481900,0100000000,0120400000,,,ГОЛУБИНСЬКА/С.ГОЛУБИНКА
0120481901,0100000000,0120400000,НП,С,ГОЛУБИНКА
0120481902,0100000000,0120400000,НП,С,АРОМАТ
0120481903,0100000000,0120400000,НП,С,БАГАТА УЩЕЛИНА
0120481904,0100000000,0120400000,НП,С,НИЖНЯ ГОЛУБИНКА
0120481905,0100000000,0120400000,НП,С,НОВОПІЛЛЯ
0120481906,0100000000,0120400000,НП,С,ПОЛЯНА
0120481907,0100000000,0120400000,НП,С,ПУТИЛІВКА
0120481908,0100000000,0120400000,НП,С,СОКОЛИНЕ
0120481909,0100000000,0120400000,НП,С,СОНЯЧНОСІЛЛЯ
0120482200,0100000000,0120400000,,,ДОЛИННЕНСЬКА/С.ДОЛИННЕ
0120482201,0100000000,0120400000,НП,С,ДОЛИННЕ
0120482202,0100000000,0120400000,НП,С,НОВЕНЬКЕ
0120482203,0100000000,0120400000,НП,С,ФУРМАНОВКА
0120482500,0100000000,0120400000,,,ЗАЛІЗНИЧНЕНСЬКА/С.ЗАЛІЗНИЧНЕ
0120482501,0100000000,0120400000,НП,С,ЗАЛІЗНИЧНЕ
0120482502,0100000000,0120400000,НП,С,БІЛОКАМ'ЯНЕ
0120482503,0100000000,0120400000,НП,С,ДАЧНЕ
0120482504,0100000000,0120400000,НП,С,МОСТОВЕ
0120482505,0100000000,0120400000,НП,С,РІЧНЕ
0120482506,0100000000,0120400000,НП,Щ,СИРЕНЬ
0120482507,0100000000,0120400000,НП,С,ТУРГЕНЄВКА
0120482900,0100000000,0120400000,,,ЗЕЛЕНІВСЬКА/С.ЗЕЛЕНЕ
0120482901,0100000000,0120400000,НП,С,ЗЕЛЕНЕ
0120482902,0100000000,0120400000,НП,С,БОГАТИР
0120482903,0100000000,0120400000,НП,С,МНОГОРІЧЧЯ
0120482904,0100000000,0120400000,НП,С,НАГІРНЕ
0120482905,0100000000,0120400000,НП,С,ПЛОТИННЕ
0120482906,0100000000,0120400000,НП,С,ЩАСЛИВЕ
0120483600,0100000000,0120400000,,,КАШТАНІВСЬКА/С.КАШТАНИ
0120483601,0100000000,0120400000,НП,С,КАШТАНИ
0120483602,0100000000,0120400000,НП,С,ВІДРАДНЕ
0120483603,0100000000,0120400000,НП,С,КОЧЕРГІНЕ
0120483604,0100000000,0120400000,НП,С,ШЕВЧЕНКОВЕ
0120483900,0100000000,0120400000,,,КРАСНОМАЦЬКА/С.КРАСНИЙ МАК
0120483901,0100000000,0120400000,НП,С,КРАСНИЙ МАК
0120483902,0100000000,0120400000,НП,С,ЗАЛІСНЕ
0120483903,0100000000,0120400000,НП,С,ХОЛМІВКА
0120483905,0100000000,0120400000,НП,С,ХОДЖА САЛА
0120484400,0100000000,0120400000,,,ПІЩАНІВСЬКА/С.ПІЩАНЕ
0120484401,0100000000,0120400000,НП,С,ПІЩАНЕ
0120484402,0100000000,0120400000,НП,С,БЕРЕГОВЕ
0120484600,0100000000,0120400000,,,ПЛОДІВСЬКА/С.ПЛОДОВЕ
0120484601,0100000000,0120400000,НП,С,ПЛОДОВЕ
0120484602,0100000000,0120400000,НП,С,БРЯНСЬКЕ
0120484603,0100000000,0120400000,НП,С,ГІРКА
0120484604,0100000000,0120400000,НП,С,ДІБРІВКА
0120484605,0100000000,0120400000,НП,С,ДОРОЖНЄ
0120485000,0100000000,0120400000,,,СКАЛИСТІВСЬКА/С.СКАЛИСТЕ
0120485001,0100000000,0120400000,НП,С,СКАЛИСТЕ
0120485002,0100000000,0120400000,НП,С,ГЛИБОКИЙ ЯР
0120485003,0100000000,0120400000,НП,С,ПРОХЛАДНЕ
0120485004,0100000000,0120400000,НП,С,ТРУДОЛЮБІВКА
0120485500,0100000000,0120400000,,,ТАБАЧНЕНСЬКА/С.ТАБАЧНЕ
0120485501,0100000000,0120400000,НП,С,ТАБАЧНЕ
0120486200,0100000000,0120400000,,,ТІНИСТІВСЬКА/С.ТІНИСТЕ
0120486201,0100000000,0120400000,НП,С,ТІНИСТЕ
0120486202,0100000000,0120400000,НП,С,АЙВОВЕ
0120486203,0100000000,0120400000,НП,С,КРАСНА ЗОРЯ
0120486204,0100000000,0120400000,НП,С,НЕКРАСОВКА
0120486205,0100000000,0120400000,НП,С,СУВОРОВЕ
0120488400,0100000000,0120400000,,,УГЛІВСЬКА/С.УГЛОВЕ
0120488401,0100000000,0120400000,НП,С,УГЛОВЕ
0120700000,0100000000,0120700000,Р,,БІЛОГІРСЬКИЙ РАЙОН/М.БІЛОГІРСЬК
0120710000,0100000000,0120700000,,,МІСТА РАЙОННОГО ПІДПОРЯДКУВАННЯ БІЛОГІРСЬКОГО Р-НУ
0120710100,0100000000,0120700000,НП,М,БІЛОГІРСЬК
0120755000,0100000000,0120700000,,,СЕЛИЩА МІСЬКОГО ТИПУ БІЛОГІРСЬКОГО Р-НУ
0120755300,0100000000,0120700000,НП,Т,ЗУЯ
0120755301,0100000000,0120700000,НП,С,БАЛАНОВЕ
0120755302,0100000000,0120700000,НП,С,БАРАБАНОВЕ
0120755303,0100000000,0120700000,НП,С,ВЕРХНІ ОРІШНИКИ
0120755305,0100000000,0120700000,НП,С,ВОЛОДИМИРІВКА
0120755307,0100000000,0120700000,НП,С,ЛИТВИНЕНКОВЕ
0120755308,0100000000,0120700000,НП,С,НИЖНІ ОРІШНИКИ
0120755309,0100000000,0120700000,НП,С,ПЕТРОВЕ
0120755310,0100000000,0120700000,НП,С,УКРАЇНКА
0120780000,0100000000,0120700000,,,СІЛЬРАДИ БІЛОГІРСЬКОГО Р-НУ
0120780400,0100000000,0120700000,,,АРОМАТНІВСЬКА/С.АРОМАТНЕ
0120780401,0100000000,0120700000,НП,С,АРОМАТНЕ
0120780402,0100000000,0120700000,НП,С,КРАСНОГІРСЬКЕ
0120780403,0100000000,0120700000,НП,С,КУРОРТНЕ
0120780800,0100000000,0120700000,,,БАГАТІВСЬКА/С.БАГАТЕ
0120780801,0100000000,0120700000,НП,С,БАГАТЕ
0120780802,0100000000,0120700000,НП,С,ГОРЛИНКА
0120780803,0100000000,0120700000,НП,С,КРАСНА СЛОБОДА
0120780804,0100000000,0120700000,НП,С,МЕЛЕХОВЕ
0120780805,0100000000,0120700000,НП,С,ПОВОРОТНЕ
0120780806,0100000000,0120700000,НП,С,РУСЬКЕ
0120780807,0100000000,0120700000,НП,С,ЧЕРЕМИСІВКА
0120781300,0100000000,0120700000,,,ВАСИЛІВСЬКА/С.ВАСИЛІВКА
0120785006,0100000000,0120700000,НП,С,ХЛІБНЕ
0120781301,0100000000,0120700000,НП,С,ВАСИЛІВКА
0120781303,0100000000,0120700000,НП,С,МАЛИНІВКА
0120781304,0100000000,0120700000,НП,С,НЕКРАСОВЕ
0120781305,0100000000,0120700000,НП,С,ПАВЛІВКА
0120781306,0100000000,0120700000,НП,С,ПРОЛОМ
0120781307,0100000000,0120700000,НП,С,СЄВЕРНЕ
0120781900,0100000000,0120700000,,,ВИШЕНСЬКА/С.ВИШЕННЕ
0120781901,0100000000,0120700000,НП,С,ВИШЕННЕ
0120781902,0100000000,0120700000,НП,С,БІЛА СКЕЛЯ
0120781903,0100000000,0120700000,НП,С,МИРОНІВКА
0120782500,0100000000,0120700000,,,ЗЕЛЕНОГІРСЬКА/С.ЗЕЛЕНОГІРСЬКЕ
0120782501,0100000000,0120700000,НП,С,ЗЕЛЕНОГІРСЬКЕ
0120782502,0100000000,0120700000,НП,С,БАЛКИ
0120782503,0100000000,0120700000,НП,С,МІЖГІР'Я
0120782505,0100000000,0120700000,НП,С,НОВОГРИГОРІВКА
0120782506,0100000000,0120700000,НП,С,НОВОКЛЕНОВЕ
0120782507,0100000000,0120700000,НП,С,ОВРАЖКИ
0120782508,0100000000,0120700000,НП,С,ОЛЕКСАНДРІВКА
0120782509,0100000000,0120700000,НП,С,ПАСІЧНЕ
0120782510,0100000000,0120700000,НП,С,ПЧОЛИНЕ
0120782511,0100000000,0120700000,НП,С,ЯКОВЛІВКА
0120782700,0100000000,0120700000,,,ЗЕМЛЯНИЧНЕНСЬКА/С.ЗЕМЛЯНИЧНЕ
0120782701,0100000000,0120700000,НП,С,ЗЕМЛЯНИЧНЕ
0120782702,0100000000,0120700000,НП,С,ОЛЕНІВКА
0120782703,0100000000,0120700000,НП,С,ОПИТНЕ
0120782704,0100000000,0120700000,НП,С,РАДІСНЕ
0120782705,0100000000,0120700000,НП,С,РОДНИКИ
0120782706,0100000000,0120700000,НП,С,СИНЬОКАМ'ЯНКА
0120782707,0100000000,0120700000,НП,С,УЧЕБНЕ
0120782900,0100000000,0120700000,,,ЗИБИНСЬКА/С.ЗИБИНИ
0120782901,0100000000,0120700000,НП,С,ЗИБИНИ
0120782902,0100000000,0120700000,НП,С,МЕЛЬНИКИ
0120783400,0100000000,0120700000,,,КРИНИЧНЕНСЬКА/С.КРИНИЧНЕ
0120783401,0100000000,0120700000,НП,С,КРИНИЧНЕ
0120783402,0100000000,0120700000,НП,С,АЛЕКСЄЄВКА
0120783404,0100000000,0120700000,НП,С,ГОЛОВАНІВКА
0120783405,0100000000,0120700000,НП,С,КАРАСІВКА
0120783406,0100000000,0120700000,НП,С,КИРПИЧНЕ
0120783407,0100000000,0120700000,НП,С,КРАСНОСЕЛІВКА
0120783409,0100000000,0120700000,НП,С,ЯБЛУЧНЕ
0120783600,0100000000,0120700000,,,КРИМСЬКОРОЗІВСЬКА/С.КРИМСЬКА РОЗА
0120783601,0100000000,0120700000,НП,С,КРИМСЬКА РОЗА
0120783603,0100000000,0120700000,НП,С,ВИШНЕВЕ
0120783800,0100000000,0120700000,,,КУРСЬКА/С.КУРСЬКЕ
0120783801,0100000000,0120700000,НП,С,КУРСЬКЕ
0120783802,0100000000,0120700000,НП,С,ТОПОЛІВКА
0120784200,0100000000,0120700000,,,МЕЛЬНИЧНА/С.МЕЛЬНИЧНЕ
0120784201,0100000000,0120700000,НП,С,МЕЛЬНИЧНЕ
0120784202,0100000000,0120700000,НП,С,УДАРНЕ
0120784600,0100000000,0120700000,,,МІЧУРІНСЬКА/С.МІЧУРІНСЬКЕ
0120784601,0100000000,0120700000,НП,С,МІЧУРІНСЬКЕ
0120784602,0100000000,0120700000,НП,С,ЛІЧЕБНЕ
0120785000,0100000000,0120700000,,,МУРОМСЬКА/С.МУРОМСЬКЕ
0120785001,0100000000,0120700000,НП,С,МУРОМСЬКЕ
0120785002,0100000000,0120700000,НП,С,ДИВНЕ
0120785003,0100000000,0120700000,НП,С,КРИВЦОВЕ
0120785005,0100000000,0120700000,НП,С,СІННЕ
0120785800,0100000000,0120700000,,,НОВОЖИЛІВСЬКА/С.НОВОЖИЛІВКА
0120785801,0100000000,0120700000,НП,С,НОВОЖИЛІВКА
0120785802,0100000000,0120700000,НП,С,АННІВКА
0120785803,0100000000,0120700000,НП,С,НОВООЛЕКСАНДРІВКА
0120785804,0100000000,0120700000,НП,С,ТУРГЕНЄВЕ
0120786300,0100000000,0120700000,,,РУСАКІВСЬКА/С.РУСАКІВКА
0120786301,0100000000,0120700000,НП,С,РУСАКІВКА
0120786302,0100000000,0120700000,НП,С,ЛУГОВЕ
0120788400,0100000000,0120700000,,,ЦВІТОЧНЕНСЬКА/С.ЦВІТОЧНЕ
0120788401,0100000000,0120700000,НП,С,ЦВІТОЧНЕ
0120788402,0100000000,0120700000,НП,С,ДОЛИНІВКА
0120788800,0100000000,0120700000,,,ЧОРНОПІЛЬСЬКА/С.ЧОРНОПІЛЛЯ
0120788801,0100000000,0120700000,НП,С,ЧОРНОПІЛЛЯ
0120788802,0100000000,0120700000,НП,С,ДОЗОРНЕ
0120788803,0100000000,0120700000,НП,С,КИЗИЛІВКА
0120788804,0100000000,0120700000,НП,С,УЛЬЯНОВКА
0121100000,0100000000,0121100000,Р,,ДЖАНКОЙСЬКИЙ РАЙОН/М.ДЖАНКОЙ
0121155000,0100000000,0121100000,,,СЕЛИЩА МІСЬКОГО ТИПУ ДЖАНКОЙСЬКОГО Р-НУ
0121155200,0100000000,0121100000,НП,Т,АЗОВСЬКЕ
0121155400,0100000000,0121100000,НП,Т,ВІЛЬНЕ
0121180000,0100000000,0121100000,,,СІЛЬРАДИ ДЖАНКОЙСЬКОГО Р-НУ
0121180600,0100000000,0121100000,,,ЄРМАКІВСЬКА/С.ЄРМАКОВЕ
0121180601,0100000000,0121100000,НП,С,ЄРМАКОВЕ
0121180602,0100000000,0121100000,НП,С,ВІТВИСТЕ
0121180603,0100000000,0121100000,НП,С,КОПАНІ
0121180604,0100000000,0121100000,НП,С,ОСТРОВСЬКЕ
0121180605,0100000000,0121100000,НП,С,ПРИДОРОЖНЄ
0121180606,0100000000,0121100000,НП,С,СОЛОНЕ ОЗЕРО
0121180607,0100000000,0121100000,НП,С,СТОВПОВЕ
0121180800,0100000000,0121100000,,,ЗАВІТ-ЛЕНІНСЬКА/С.ЗАВІТ-ЛЕНІНСЬКИЙ
0121180801,0100000000,0121100000,НП,С,ЗАВІТ-ЛЕНІНСЬКИЙ
0121180802,0100000000,0121100000,НП,С,ЗЕЛЕНИЙ ЯР
0121180803,0100000000,0121100000,НП,С,МАРТИНІВКА
0121180804,0100000000,0121100000,НП,С,МІЛКОВОДНЕ
0121180805,0100000000,0121100000,НП,С,ПУШКІНЕ
